Positive,"Did Bliss first, Amsterdam Cafe was second had a great time at both and next up is Michael's Pub "
Negative,@LaujBadAss we definitely do. I swear everytime we even say work I feel the pain  Stupid fucking work!!!
Positive,Up early! To the cousins 
Negative,Went up to my room to realise my huge JB board is not on the floor anymore  lol
Positive,@kaysmalls http://twitpic.com/5etwj - awwwww  how cute! haha her little feet are adorable!
Negative,Really frustraring that Amazon doesn't let you buy kindle Content On iphone app if outside the US 
Positive,@cherluvya LOL! It reads like a fic!! You should totally write something McSheppy  I only read McShep unless asked my a close friend 
Positive,"@MartukaPop Hi marta, so you had some fun last night? "
Positive,@randfish Sorry to hear. Hope you'll soon get better ... This is exactly why I like 4 wheels and the protection my Mercedes gives me 
Positive,@nickjfrost I'm currently writing am article on the merits of the steam guitar versus the air guitar 
Positive,@rehna_tu no da. i went for star trek last night. slept at 3. woke up 12 hours later. now working.  tom morn regular office.
Negative,setting my site back to &quot;private&quot;..should have known better...less than 5mins have 3 sexbot twitter followers....geez-lou-wheez. 
Negative,I'm having Nashville withdrawls..I miss it soo much the town and my best friends ...and I still have a year of school left 
Negative,too much paint.... my head hurts. 
Negative,No one is on msn 
Positive,"exams are annoying.I hate revising...german is disgusting! english/drama was good, music should also be fine. Im off to make tea  x"
Negative,I hate Josseline cause now i love Heroes  Peter is hawt and Sylar is sexy. Isaac is mad cool &lt;33333333
Negative,I have a bad headache 
Positive,Beach Ride Today 
Negative,@gavinbrodie I would have totally joined you!! 
Negative,@schryke  hugs for you
Negative,@marcyr can u send me pic of my boy @DaveAguirre? haven't spoken to him since sunday  
Positive,"@Dannymcfly you were GREAT in faustao! you, tom, harry, dougie and the keyboard guy  i miss you already, come back to rio soooon! ILY."
Negative,At the last hotel. 4 hourrs till we get home. Then im grounded 
Negative,@JDCrowetoons  Safari can't find the server. Its tough being a MAC sometimes! 
Positive,@awildberry how are u feeling?i dont feel so hot.btw i totally have a girl crush on maggie. did I already say that? diane lane is 1st tho 
Positive,da' cine-i mare absolvent? da' absolvent de absolvent... da' absolventu' Nr.1 !  Iuhu 
Negative,Just saw a beautiful dog on 101 that was hit by a car.  ppl watch your pets!!! http://myloc.me/2WNU
Negative,One of my contacts ripped again today so i can only see out one eye again...  i need to start bringing my glasses as backups!
Negative,so much for that idea....my antec quiet pc case doesn't have enough space for my quiet power supply....bugger! 
Positive,"@xoxoLB haha thanks LB, i like yours too "
Negative,"We didn't manage to trend #gnw, did we? "
Negative,To which this brat chimes quickly...&quot;Tell me about it!&quot;  this new baby better be nicer to its mama...cuz this is why ppl smother their ...
Negative,i don't wanna work over the weekend 
Negative,i have de worst headache wight now &gt;.&lt; im mad and sad 
Negative,"@michael_sargent I would love, love, LOVE to do it - but no opportunities for women, except on the backline.  "
Positive,has finally finished the beast of an evaluation for ict 
Positive,@nik_kee_dee I have also been accused of being a right Finnbar Saunders too  I can see disgusting smut and innuendo in the most innocent!
Positive,@TheCongregation hello 
Positive,@peachocs hey im PrettyLADY on polyvore. 
Negative,@itzuvi - nope - just got a call from &quot;the client&quot; I now have about 2 hours of work ahead before i can hit the hay. Oh well  
Positive,"HAHA found my highschool slambook, the funny shits that my classm8s wrote made me Lmao-ing..brings back good memories  i miss HS!!!"
Negative,@sugarghc no  no plans -.- my friends went out but i didnt go with them..i dont want to take any risks and get sick again..for now xD
Positive,One week to go.. And hello school again 
Negative,thanks for not telling me we were going out tonight. maybe I wouldn't have worn a tshirt 
Positive,@michelledionisi oh ok  What about the refresh rate? any rumors about that? =D
Positive,Wine purchased at good prices. Is a good day 
Negative,My fish died  oh well I will get new ones after summer
Negative,What a boring day..nothing 2 do.  http://bit.ly/9of1U
Negative,got her polaroid today! yipee! but why are the films so expensive 
Negative,looking out window is depressing it is so beautiful out and I am in here 
Negative,Stanford CS dept email confirms passing of Professor Rajeev Motwani. Very very sad to hear that.  http://bit.ly/h9BFm (via @Stanford)
Negative,"http://www.youtube.com/watch?v=IGv933Mnru0 it reminds me of performing Hanon Pratice. argh, it seemd to be tiresome "
Positive,My bff just spent the night. 
Negative,oh my.. feeling not well today.  wanna go home and sleep..
Positive,@CutzDaGod gooooodnight  see ya later alligator
Positive,"@joetracker, saw that and immediately thought of you.  Hugs to the pooches."
Positive,@ideatreks - good idea ... no taking bets on which one you'll get. Or if you do ... I get a cut 
Positive,"@jordanknight hey you! Good morning  american pie 2 is on tonight, I have to watch it because it makes me think of you haha xoxoxo"
Positive,gonna go cut up some chickeeeen 
Positive,@dagart I say kick 'em in the shin or go straight for the jugular.    maybe that'll make 'em think twice about touching yer geeeeetar.
Positive,"@transcribe i dont pull legs.. I mean it, you are very inspirational you know "
Positive,"@YvetteObeney just watching the end of a Morse; then maybe Jurassic Park ... I know how to live, me "
Negative,@treehugger25 Awww  I missed you too baby.
Positive,&quot;I'm not going home.  Not really.&quot;  *bursts into happy tears* I love this movie...so bloody much...and @emmielovegood and @hptwilighter. 
Negative,I can't do this by myself.  people aren't made to keep things in like this.
Positive,"@smokey_robinson  Get ready 'cause HERE I COME Smokey.  Oops, am I yelling?  YES I AM.  You know I am. See you tonight sugarbear "
Negative,anyone want to play on xbox live...oh wait 
Positive,@sheluvshiphop lol ummmmm Thurs or Fri? 
Positive,"Just got done watching Late Night with JimmyFallon, now off to bed "
Positive,Mission Statement or something like that  | psykoid.com http://u.mavrev.com/6gi2
Negative,"@Scandalous an iphone app came out a few months back called zemote, bumped my domain zemote.com out of the #1 spot "
Negative,@whitcantwit But I have to be jealous. I don't have your talent. 
Positive,@disco_di hey how was germany?? hope you had fun and the weather was nice  xx
Negative,@theesco ouch with the situation  sux that u had to line up just not to get it rite away
Negative,"@Iggydwya Awe, why would you have mixed feelings? Yes, it's important, but it also just makes me really sad that you'll be gone!  Haha."
Positive,"Finally got my background to work! Goodnight, Twits "
Positive,@mileycyrus I love you o most awesomest devine delight of my life  How's my memory lol
Negative,@mikebarrett647 I feel ready for bed and it's not even lunch time yet 
Negative,oh no... a woot off!  I need to work 
Positive,@franchelico it is always awesome to see you.  Glad you had a frantastic time - that's how it should be 
Negative,Is trying to remember the last time she went on a date... :/ 
Positive,@mileycyrus I was watchin your concert in Disney Channel Brazil 
Positive,@MDMOLINARI your bday is the 20th??? ME TOO!! Happy early bday to us! 
Positive,i would take the ???s out the sky for you 
Positive,@TraceCyrus try lunapic.com for that 
Positive,@MollieOfficial me 2 
Negative,Finished Cabaret for ever  gonna miss it!
Positive,@BabyBubb can't wait to see before &amp; after 
Negative,Nobody Knows me deprime tanto quanto Who Knew 
Positive,Welcome to all new followers...I look forward to sharing and learning from and with you! 
Negative,@gunmar I'm afraid to drive. 
Positive,"@alithered77 Oh, I like. "
Negative,"@linz_lou they aired it live for you, but not for @truthuniversaly? That stinks. Sorry you missed the beginning. "
Positive,At work.   But at least Shogun won  
Negative,@libraryninja Shame   so did we.  If she wins maybe you can meet her at the Awards Ceremony in November
Negative,@JudeBacalso but you're not watching PCD With my mom!  aw..
Negative,home finally missin him  HAPPY FATHERS DAY TO ALL THE GOOD/BAD FATHERS.....AND MOTHERS HOLDIN SHHHIITTT DOWWWN
Positive,"@enjoiheelflip aww thank you. who doesn't like penguins, right? "
Positive,"Hv to chek collg prospectus...few of ours pics r on it, including mine "
